"playerid","birthyear","birthcountry","deathyear","namefirst","namelast","weight","height","bats","throws"
"jacomja01",1970,"USA",NULL,"Jason","Jacome",155,73,"L","L"
"jacqupa01",1947,"USA",NULL,"Pat","Jacquez",200,72,"R","R"
"jacquto01",1975,"USA",NULL,"Thomas","Jacquez",195,74,"L","L"
"jaeckja01",1942,"USA",NULL,"Jake","Jaeckel",170,70,"R","R"
"jaegech01",1875,"USA",1942,"Charlie","Jaeger",195,73,"R","R"
"jaegejo01",1895,"USA",1963,"Joe","Jaeger",190,73,"R","R"
"jahajo01",1966,"USA",NULL,"John","Jaha",195,73,"R","R"
"jahnar01",1895,"USA",1948,"Art","Jahn",180,72,"R","R"
"jaimeju01",1987,"D.R.",NULL,"Juan","Jaime",250,74,"R","R"
"jakubch01",1978,"USA",NULL,"Chris","Jakubauskas",215,74,"L","R"
"jakucsi01",1909,"USA",1979,"Sig","Jakucki",198,74,"R","R"
"jamerle01",1900,"USA",1980,"Lefty","Jamerson",195,73,"L","L"
"jamesar01",1952,"USA",NULL,"Art","James",170,72,"L","L"
"jamesbe01",1886,"USA",1959,"Bert","James",175,71,"L","R"
"jamesbe02",1905,"USA",1994,"Bernie","James",150,69,"B","R"
"jamesbi01",1887,"USA",1942,"Bill","James",195,76,"B","R"
"jamesbi02",1892,"USA",1971,"Bill","James",196,75,"R","R"
"jamesbo01",1958,"USA",NULL,"Bob","James",215,76,"R","R"
"jamesch01",1937,"USA",NULL,"Charlie","James",195,73,"R","R"
"jamesch02",1962,"USA",NULL,"Chris","James",195,73,"R","R"
"jamesch03",1981,"USA",NULL,"Chuck","James",190,72,"L","L"
"jamescl01",1940,"USA",NULL,"Cleo","James",176,70,"R","R"
"jamesde01",1978,"USA",NULL,"Delvin","James",222,76,"R","R"
"jamesdi01",1962,"USA",NULL,"Dion","James",170,73,"L","L"
"jamesje01",1941,"USA",2006,"Jeff","James",195,75,"R","R"
"jamesjo01",1933,"USA",NULL,"Johnny","James",160,70,"L","R"
"jamesju01",1981,"USA",NULL,"Justin","James",215,75,"R","R"
"jamesle01",1889,"USA",1933,"Lefty","James",175,71,"L","L"
"jamesmi01",1967,"USA",NULL,"Mike","James",216,76,"R","R"
"jamesri01",1947,"USA",NULL,"Rick","James",205,74,"R","R"
"jamessk01",1949,"USA",NULL,"Skip","James",185,72,"L","L"
"jamiech01",1893,"USA",1969,"Charlie","Jamieson",165,68,"L","L"
"janesje01",1946,"USA",NULL,"Gerry","Janeski",205,76,"R","R"
"janispa01",1982,"USA",NULL,"Paul","Janish",200,74,"R","R"
"jankojo01",1989,"USA",NULL,"Jordan","Jankowski",225,73,"R","R"
"jankotr01",1991,"USA",NULL,"Travis","Jankowski",185,75,"L","R"
"janowvi01",1930,"USA",1996,"Vic","Janowicz",185,69,"R","R"
"janseke01",1987,"Curacao",NULL,"Kenley","Jansen",275,77,"B","R"
"jansela01",1920,"USA",2009,"Larry","Jansen",190,74,"R","R"
"jansera01",1889,"USA",1934,"Ray","Jansen",155,71,"R","R"
"janssca01",1981,"USA",NULL,"Casey","Janssen",210,76,"R","R"
"jantzhe01",1890,"USA",1948,"Heinie","Jantzen",170,71,"R","R"
"janvrha01",1892,"USA",1962,"Hal","Janvrin",168,71,"R","R"
"janzema01",1973,"USA",NULL,"Marty","Janzen",197,75,"R","R"
"jaramja01",1982,"USA",NULL,"Jason","Jaramillo",215,72,"B","R"
"jarvike01",1969,"USA",NULL,"Kevin","Jarvis",200,74,"L","R"
"jarvipa01",1941,"USA",NULL,"Pat","Jarvis",180,70,"R","R"
"jarvira01",1946,"USA",NULL,"Ray","Jarvis",198,74,"R","R"
"jarviro01",1926,"USA",1990,"Roy","Jarvis",160,69,"R","R"
"jasojo01",1983,"USA",NULL,"John","Jaso",202,74,"L","R"
"jaspehi01",1886,"USA",1937,"Hi","Jasper",180,71,"R","R"
"jastela01",1944,"USA",NULL,"Larry","Jaster",190,75,"L","L"
"jatapa01",1949,"USA",NULL,"Paul","Jata",190,73,"R","R"
"javeral01",1918,"USA",1977,"Al","Javery",183,75,"R","R"
"javieal01",1954,"D.R.",NULL,"Al","Javier",170,71,"R","R"
"javieju01",1936,"D.R.",NULL,"Julian","Javier",175,73,"R","R"
"javiest01",1964,"D.R.",NULL,"Stan","Javier",185,72,"B","R"
"jayemy01",1991,"USA",NULL,"Myles","Jaye",170,75,"B","R"
"jayjo01",1935,"USA",NULL,"Joey","Jay",228,76,"B","R"
"jayjo02",1985,"USA",NULL,"Jon","Jay",195,71,"L","L"
"jeando01",1969,"D.R.",NULL,"Domingo","Jean",175,74,"R","R"
"jeanete01",1900,"USA",1973,"Tex","Jeanes",176,72,"R","R"
"jeffcge01",1913,"USA",1978,"George","Jeffcoat",175,71,"R","R"
"jeffcha01",1924,"USA",2007,"Hal","Jeffcoat",185,70,"R","R"
"jeffcmi01",1959,"USA",NULL,"Mike","Jeffcoat",187,74,"L","L"
"jeffegr01",1967,"USA",NULL,"Gregg","Jefferies",175,71,"B","R"
"jeffeje01",1949,"USA",2011,"Jesse","Jefferson",188,75,"R","R"
"jeffere01",1968,"USA",NULL,"Reggie","Jefferson",210,76,"B","L"
"jeffest01",1962,"USA",NULL,"Stan","Jefferson",175,71,"B","R"
"jeffrir01",1905,"USA",1982,"Irv","Jeffries",175,70,"R","R"
"jeffrje01",1987,"USA",NULL,"Jeremy","Jeffress",205,72,"R","R"
"jelicch01",1963,"USA",NULL,"Chris","Jelic",180,71,"R","R"
"jelinfr01",1917,"USA",1992,"Frank","Jelincich",198,74,"R","R"
"jelksgr01",1961,"USA",2017,"Greg","Jelks",189,74,"R","R"
"jeltzst01",1959,"France",NULL,"Steve","Jeltz",180,71,"B","R"
"jenkich01",1987,"USA",NULL,"Chad","Jenkins",230,76,"R","R"
"jenkife01",1942,"CAN",NULL,"Fergie","Jenkins",205,77,"R","R"
"jenkige01",1974,"USA",NULL,"Geoff","Jenkins",205,73,"L","R"
"jenkija01",1942,"USA",2002,"Jack","Jenkins",195,74,"R","R"
"jenkijo01",1890,"USA",1974,"Joe","Jenkins",170,71,"R","R"
"jenkijo02",1896,"USA",1968,"John","Jenkins",160,68,"R","R"
"jenkito01",1898,"USA",1979,"Tom","Jenkins",174,73,"L","R"
"jenkity01",1992,"USA",NULL,"Tyrell","Jenkins",180,76,"R","R"
"jenksbo01",1981,"USA",NULL,"Bobby","Jenks",275,76,"R","R"
"jennial01",1850,"USA",1894,"Alamazoo","Jennings",NULL,NULL,NULL,NULL
"jennibi01",1925,"USA",2010,"Bill","Jennings",175,74,"R","R"
"jennida01",1987,"USA",NULL,"Dan","Jennings",210,75,"L","L"
"jennida99",1960,"USA",NULL,"Dan","Jennings",NULL,NULL,NULL,NULL
"jennide01",1986,"USA",NULL,"Desmond","Jennings",210,74,"R","R"
"jennido01",1964,"USA",NULL,"Doug","Jennings",175,70,"L","L"
"jennihu01",1869,"USA",1928,"Hughie","Jennings",165,68,"R","R"
"jennija01",1978,"USA",NULL,"Jason","Jennings",235,74,"L","R"
"jenniro01",1972,"Singapore",NULL,"Robin","Jennings",205,74,"L","L"
"jenseja01",1927,"USA",1982,"Jackie","Jensen",190,71,"R","R"
"jenseky01",1988,"USA",NULL,"Kyle","Jensen",240,75,"R","L"
"jensema01",1972,"USA",NULL,"Marcus","Jensen",195,76,"B","R"
"jensery01",1975,"USA",NULL,"Ryan","Jensen",205,72,"R","R"
"jensewi01",1889,"USA",1917,"Willie","Jensen",170,71,"L","R"
"jensewo01",1907,"USA",2001,"Woody","Jensen",160,70,"L","L"
"jepseke01",1984,"USA",NULL,"Kevin","Jepsen",235,75,"R","R"
"jerzemi01",1972,"USA",NULL,"Mike","Jerzembeck",185,73,"R","R"
"jesseda01",1901,"USA",1970,"Dan","Jessee",165,70,"L","R"
"jestaga01",1947,"USA",NULL,"Garry","Jestadt",188,74,"R","R"
"jestevi01",1927,"USA",2016,"Virgil","Jester",188,71,"R","R"
"jeterde01",1974,"USA",NULL,"Derek","Jeter",195,75,"R","R"
"jeterjo01",1944,"USA",NULL,"Johnny","Jeter",180,73,"R","R"
"jetersh01",1966,"USA",NULL,"Shawn","Jeter",185,74,"L","R"
"jethrsa01",1917,"USA",2001,"Sam","Jethroe",178,73,"B","R"
"jewetna01",1844,"USA",1914,"Nat","Jewett",137,69,NULL,NULL
"jimenaj01",1990,"P.R.",NULL,"A. J.","Jimenez",195,72,"R","R"
"jimence01",1984,"Venezuela",NULL,"Cesar","Jimenez",215,72,"L","L"
"jimenda01",1977,"D.R.",NULL,"D'Angelo","Jimenez",190,72,"B","R"
"jimenel01",1940,"D.R.",NULL,"Elvio","Jimenez",170,69,"R","R"
"jimenge01",1962,"Mexico",NULL,"German","Jimenez",200,71,"L","L"
"jimenho01",1957,"Mexico",NULL,"Houston","Jimenez",144,68,"R","R"
"jimenja01",1976,"USA",NULL,"Jason","Jimenez",205,74,"R","L"
"jimenjo01",1973,"D.R.",NULL,"Jose","Jimenez",170,75,"R","R"
"jimenjo02",1995,"P.R.",NULL,"Joe","Jimenez",220,75,"R","R"
"jimenju01",1949,"D.R.",2008,"Juan","Jimenez",165,73,"R","R"
"jimenke01",1980,"D.R.",NULL,"Kelvin","Jimenez",195,74,"R","R"
"jimenlu01",1982,"Venezuela",NULL,"Luis","Jimenez",280,75,"L","L"
"jimenlu02",1988,"D.R.",NULL,"Luis","Jimenez",205,73,"R","R"
"jimenma01",1938,"D.R.",2017,"Manny","Jimenez",185,73,"L","R"
"jimenmi01",1969,"USA",NULL,"Miguel","Jimenez",205,74,"R","R"
"jimenub01",1984,"D.R.",NULL,"Ubaldo","Jimenez",210,77,"R","R"
"jimerch01",1979,"USA",NULL,"Charlton","Jimerson",210,75,"R","R"
"joaquwa01",1986,"D.R.",NULL,"Waldis","Joaquin",230,75,"R","R"
"jodiebr01",1977,"USA",NULL,"Brett","Jodie",208,76,"R","R"
"johjike01",1976,"Japan",NULL,"Kenji","Johjima",205,72,"R","R"
"johnsab01",NULL,"USA",NULL,"Abe","Johnson",NULL,NULL,NULL,NULL
"johnsab02",1871,"CAN",1960,"Abbie","Johnson",165,69,NULL,NULL
"johnsad01",1979,"USA",NULL,"Adam","Johnson",210,74,"R","R"
"johnsal01",1942,"USA",2015,"Alex","Johnson",205,72,"R","R"
"johnsal02",1983,"USA",NULL,"Alan","Johnson",180,73,"R","R"
"johnsar01",1897,"USA",1982,"Art","Johnson",167,73,"B","L"
"johnsar02",1919,"USA",2008,"Art","Johnson",185,74,"L","L"
"johnsau01",1899,"USA",1975,"Augie","Johns",170,68,"L","L"
"johnsba01",1950,"USA",NULL,"Bart","Johnson",190,77,"R","R"
"johnsba99",1865,"USA",1931,"Ban","Johnson",NULL,NULL,NULL,NULL
"johnsbe01",1931,"USA",NULL,"Ben","Johnson",190,74,"R","R"
"johnsbe02",1981,"USA",NULL,"Ben","Johnson",200,73,"R","R"
"johnsbi01",1861,"USA",1942,"Lefty","Johnson",167,NULL,"L","L"
"johnsbi02",1892,"USA",1950,"Bill","Johnson",170,71,"L","R"
"johnsbi03",1918,"USA",2006,"Billy","Johnson",180,70,"R","R"
"johnsbi04",1960,"USA",2018,"Bill","Johnson",205,77,"R","R"
"johnsbo01",1905,"USA",1982,"Bob","Johnson",180,72,"R","R"
"johnsbo02",1936,"USA",NULL,"Bob","Johnson",175,70,"R","R"
"johnsbo03",1943,"USA",NULL,"Bob","Johnson",220,76,"L","R"
"johnsbo04",1959,"USA",NULL,"Bob","Johnson",195,75,"R","R"
"johnsbr01",1968,"USA",NULL,"Brian","Johnson",210,74,"R","R"
"johnsbr02",1990,"USA",NULL,"Brian","Johnson",235,76,"L","L"
"johnsca01",1848,"USA",1909,"William","Johnson",NULL,66,NULL,NULL
"johnsch01",1885,"USA",1940,"Charlie","Johnson",150,69,"L","L"
"johnsch02",1886,"USA",1922,"Chief","Johnson",190,71,"R","R"
"johnsch03",1917,"USA",1983,"Chet","Johnson",175,72,"L","L"
"johnsch04",1971,"USA",NULL,"Charles","Johnson",215,74,"R","R"
"johnsch05",1984,"USA",NULL,"Chris","Johnson",225,75,"R","R"
"johnscl01",1947,"USA",NULL,"Cliff","Johnson",215,76,"R","R"
"johnsco01",1922,"USA",2004,"Connie","Johnson",200,76,"R","R"
"johnsda01",1928,"USA",2004,"Darrell","Johnson",180,73,"R","R"
"johnsda02",1943,"USA",NULL,"Davey","Johnson",170,73,"R","R"
"johnsda03",1948,"USA",NULL,"Dave","Johnson",183,73,"R","R"
"johnsda04",1959,"USA",NULL,"Dave","Johnson",180,70,"R","R"
"johnsda05",1963,"USA",NULL,"Dane","Johnson",205,77,"R","R"
"johnsda06",1979,"USA",NULL,"Dan","Johnson",210,74,"L","R"
"johnsde01",1938,"USA",1992,"Deron","Johnson",200,74,"R","R"
"johnsdi01",1863,"USA",1934,"Dick","Johnston",155,68,"R","R"
"johnsdo01",1887,"USA",1961,"Doc","Johnston",170,72,"L","L"
"johnsdo02",1911,"USA",2000,"Don","Johnson",170,72,"R","R"
"johnsdo03",1926,"USA",2015,"Don","Johnson",200,75,"R","R"
"johnsdo04",1967,"USA",NULL,"Doug","Johns",185,74,"R","L"
"johnsea01",1919,"USA",1994,"Earl","Johnson",190,75,"L","L"
"johnsed01",1899,"USA",1975,"Ed","Johnson",160,69,"L","R"
"johnsel01",1884,"USA",1966,"Elmer","Johnson",185,69,"R","R"
"johnsel02",1984,"USA",NULL,"Elliot","Johnson",190,73,"B","R"
"johnser01",1888,"USA",1952,"Ernie","Johnson",151,69,"L","R"
"johnser02",1924,"USA",2011,"Ernie","Johnson",190,75,"R","R"
"johnser03",1965,"USA",NULL,"Erik","Johnson",175,71,"R","R"
"johnser04",1989,"USA",NULL,"Erik","Johnson",230,75,"R","R"
"johnsfo01",1932,"USA",NULL,"Footer","Johnson",175,71,"L","L"
"johnsfr01",1894,"USA",1973,"Fred","Johnson",185,72,"R","R"
"johnsfr02",1899,"USA",1959,"Fred","Johnston",170,71,"R","R"
"johnsfr03",1942,"USA",NULL,"Frank","Johnson",155,73,"R","R"
"johnsga01",1975,"USA",NULL,"Gary","Johnson",210,75,"L","L"
"johnsgr01",1955,"USA",NULL,"Greg","Johnston",175,72,"L","L"
"johnsha01",1906,"USA",1982,"Hank","Johnson",175,71,"R","R"
"johnsho01",1960,"USA",NULL,"Howard","Johnson",178,71,"B","R"
"johnsja01",1945,"USA",NULL,"Jay","Johnstone",175,73,"L","R"
"johnsja02",1973,"USA",NULL,"Jason","Johnson",225,78,"R","R"
"johnsje01",1943,"USA",NULL,"Jerry","Johnson",200,75,"R","R"
"johnsje02",1966,"USA",NULL,"Jeff","Johnson",200,75,"R","L"
"johnsji01",1889,"USA",1967,"Jimmy","Johnston",160,70,"R","R"
"johnsji02",1894,"USA",1950,"Jing","Johnson",172,69,"R","R"
"johnsji03",1945,"USA",1987,"Jim","Johnson",175,71,"L","L"
"johnsji04",1983,"USA",NULL,"Jim","Johnson",250,78,"R","R"
"johnsjo01",1869,"USA",1941,"Lou","Johnson",165,70,NULL,"L"
"johnsjo02",1890,"USA",1940,"Johnny","Johnston",172,71,"L","R"
"johnsjo03",1914,"USA",1991,"Johnny","Johnson",182,72,"L","L"
"johnsjo04",1956,"USA",NULL,"John Henry","Johnson",190,74,"L","L"
"johnsjo05",1961,"USA",NULL,"Joe","Johnson",195,74,"R","R"
"johnsjo06",1967,"USA",NULL,"Joel","Johnston",218,77,"R","R"
"johnsjo07",1968,"USA",NULL,"John","Johnstone",195,75,"R","R"
"johnsjo08",1974,"USA",NULL,"Jonathan","Johnson",180,72,"R","R"
"johnsjo09",1984,"USA",NULL,"Josh","Johnson",250,79,"L","R"
"johnsju99",1899,"USA",1989,"Judy","Johnson",150,71,"R","R"
"johnske01",1923,"USA",2004,"Ken","Johnson",185,73,"L","L"
"johnske02",1933,"USA",2015,"Ken","Johnson",210,76,"R","R"
"johnske03",1971,"USA",NULL,"Keith","Johns",175,73,"R","R"
"johnske04",1971,"USA",NULL,"Keith","Johnson",200,71,"R","R"
"johnske05",1982,"USA",NULL,"Kelly","Johnson",200,73,"L","R"
"johnskr01",1984,"USA",NULL,"Kris","Johnson",205,76,"L","L"
"johnsla01",1950,"USA",2013,"Larry","Johnson",185,72,"R","R"
"johnsla02",1950,"USA",NULL,"Lamar","Johnson",215,74,"R","R"
"johnsla03",1963,"USA",NULL,"Lance","Johnson",160,70,"L","L"
"johnsll01",1910,"USA",1980,"Lloyd","Johnson",204,76,"L","L"
"johnslo01",1934,"USA",NULL,"Lou","Johnson",170,71,"R","R"
"johnsma01",1967,"USA",NULL,"Mark","Johnson",230,76,"L","L"
"johnsma02",1975,"USA",NULL,"Mark","Johnson",185,72,"L","R"
"johnsma03",1975,"USA",NULL,"Mark","Johnson",226,75,"R","R"
"johnsmi01",1951,"USA",NULL,"Mike","Johnson",185,73,"R","R"
"johnsmi02",1975,"CAN",NULL,"Mike","Johnson",175,74,"L","R"
"johnsmi03",1979,"USA",NULL,"Mike","Johnston",215,74,"L","L"
"johnsmi04",1990,"USA",NULL,"Micah","Johnson",210,72,"L","R"
"johnsni01",1978,"USA",NULL,"Nick","Johnson",235,75,"L","L"
"johnsol01",1879,"USA",1961,"Ollie","Johns",NULL,71,"L","L"
"johnsot01",1883,"USA",1915,"Otis","Johnson",185,69,"B","R"
"johnspa01",1896,"USA",1973,"Paul","Johnson",160,68,"R","R"
"johnspe01",1888,"USA",1964,"Pete","Johns",165,70,"R","R"
"johnspi01",1991,"USA",NULL,"Pierce","Johnson",200,75,"R","R"
"johnsra01",1888,"USA",1972,"Rankin","Johnson",185,73,"R","R"
"johnsra02",1917,"USA",2005,"Rankin","Johnson",177,75,"R","R"
"johnsra03",1958,"USA",NULL,"Randy","Johnson",195,74,"L","L"
"johnsra04",1956,"USA",NULL,"Randy","Johnson",190,73,"R","R"
"johnsra05",1963,"USA",NULL,"Randy","Johnson",225,82,"R","L"
"johnsre01",1937,"USA",NULL,"Rex","Johnston",202,73,"B","R"
"johnsre02",1976,"USA",NULL,"Reed","Johnson",185,70,"R","R"
"johnsro01",1895,"USA",1986,"Roy","Johnson",185,72,"R","R"
"johnsro02",1903,"USA",1973,"Roy","Johnson",175,69,"L","R"
"johnsro03",1956,"USA",NULL,"Ron","Johnson",215,75,"R","R"
"johnsro04",1959,"USA",2009,"Roy","Johnson",205,76,"L","L"
"johnsro05",1958,"USA",NULL,"Rondin","Johnson",160,70,"B","R"
"johnsro06",1976,"USA",NULL,"Rontrez","Johnson",160,70,"R","R"
"johnsro07",1982,"USA",NULL,"Rob","Johnson",220,73,"R","R"
"johnsru01",1973,"USA",NULL,"Russ","Johnson",185,70,"R","R"
"johnssi01",1906,"USA",1994,"Si","Johnson",185,71,"R","R"
"johnssp01",1856,"CAN",NULL,"Spud","Johnson",175,69,"L","L"
"johnsst01",1937,"USA",2012,"Stan","Johnson",180,70,"L","L"
"johnsst02",1987,"USA",NULL,"Steve","Johnson",220,73,"R","R"
"johnssy01",1900,"USA",1985,"Syl","Johnson",180,71,"R","R"
"johnsti01",1949,"USA",NULL,"Tim","Johnson",170,73,"L","R"
"johnsto01",1851,"USA",1927,"Tommy","Johns",170,71,NULL,NULL
"johnsto02",1951,"USA",NULL,"Tom","Johnson",185,73,"R","R"
"johnsto03",1956,"USA",NULL,"Tony","Johnson",195,75,"R","R"
"johnsty01",1981,"USA",NULL,"Tyler","Johnson",180,74,"B","L"
"johnsvi01",1920,"USA",2005,"Vic","Johnson",160,72,"R","L"
"johnswa01",1887,"USA",1946,"Walter","Johnson",200,73,"R","R"
"johnswa02",1892,"USA",1965,"Ellis","Johnson",180,72,"R","R"
"johnswa03",1956,"USA",NULL,"Wallace","Johnson",173,72,"B","R"
"johnsyo01",1873,"USA",1936,"Youngy","Johnson",NULL,NULL,NULL,"R"
"johnto01",1943,"USA",NULL,"Tommy","John",180,75,"R","L"
"joinero01",1906,"USA",1989,"Roy","Joiner",170,72,"L","L"
"jokiser01",1989,"USA",NULL,"Eric","Jokisch",205,74,"R","L"
"jokst01",1926,"USA",1972,"Stan","Jok",190,72,"R","R"
"jollesm01",1902,"USA",1991,"Smead","Jolley",210,75,"L","R"
"jollyda01",1924,"USA",1963,"Dave","Jolly",160,72,"R","R"
"jones01",1847,"USA",1914,"Levin","Jones",NULL,NULL,NULL,NULL
"jones02",NULL,"USA",NULL,NULL,"Jones",NULL,NULL,NULL,NULL
"jones03",NULL,NULL,NULL,NULL,"Jones",NULL,NULL,NULL,NULL
"jonesad01",1985,"USA",NULL,"Adam","Jones",215,74,"R","R"
"jonesal01",1869,"USA",1941,"Alex","Jones",170,69,"L","L"
"jonesal02",1959,"USA",NULL,"Al","Jones",210,76,"R","R"
"jonesan01",1977,"Curacao",NULL,"Andruw","Jones",225,73,"R","R"
"jonesar01",1906,"USA",1980,"Art","Jones",165,72,"R","R"
"jonesba01",1963,"USA",NULL,"Barry","Jones",225,76,"R","R"
"jonesbi01",NULL,"USA",NULL,"Bill","Jones",NULL,NULL,NULL,NULL
"jonesbi02",1887,"CAN",1946,"Bill","Jones",157,66,"L","R"
"jonesbi03",1899,"USA",1961,"Binky","Jones",154,69,"R","R"
"jonesbo01",1889,"USA",1964,"Bob","Jones",170,72,"L","R"
"jonesbo02",1949,"USA",NULL,"Bob","Jones",195,74,"L","L"
"jonesbo03",1970,"USA",NULL,"Bobby","Jones",210,76,"R","R"
"jonesbo04",1972,"USA",NULL,"Bobby","Jones",185,72,"R","L"
"jonesbr01",1898,"USA",1977,"Broadway","Jones",154,69,"R","R"
"jonesbr02",1983,"USA",NULL,"Brandon","Jones",215,73,"L","R"
"jonesbu01",1870,"USA",1938,"Bumpus","Jones",NULL,NULL,"R","R"
"jonesca01",1963,"USA",NULL,"Calvin","Jones",185,75,"R","R"
"jonesch01",1852,"USA",1911,"Charley","Jones",202,71,"R","R"
"jonesch02",1861,"USA",1922,"Charlie","Jones",NULL,NULL,NULL,NULL
"jonesch03",1876,"USA",1947,"Charlie","Jones",165,73,"R","R"
"jonesch04",1957,"USA",NULL,"Chris","Jones",183,72,"L","L"
"jonesch05",1965,"USA",NULL,"Chris","Jones",200,74,"R","R"
"jonesch06",1972,"USA",NULL,"Chipper","Jones",210,76,"B","R"
"jonescl01",1942,"USA",NULL,"Cleon","Jones",185,72,"R","L"
"jonescl02",1941,"USA",NULL,"Clarence","Jones",185,74,"L","L"
"jonesco01",1874,"USA",1958,"Cowboy","Jones",160,71,"L","L"
"jonesco02",1907,"USA",1969,"Cobe","Jones",155,67,"B","R"
"jonesda01",1880,"USA",1972,"Davy","Jones",165,70,"L","R"
"jonesda02",1918,"USA",1980,"Dale","Jones",172,73,"R","R"
"jonesda03",1943,"USA",NULL,"Dalton","Jones",180,73,"L","R"
"jonesda04",1951,"USA",NULL,"Darryl","Jones",175,70,"R","R"
"jonesda05",1970,"USA",NULL,"Dax","Jones",180,72,"R","R"
"jonesda06",1861,"USA",1937,"David","Jones",NULL,NULL,NULL,NULL
"jonesde01",1893,"USA",1952,"Deacon","Jones",174,73,"R","R"
"jonesde02",1934,"USA",NULL,"Deacon","Jones",185,70,"L","R"
"jonesdi01",1902,"USA",1994,"Dick","Jones",184,72,"L","R"
"jonesdo01",1957,"USA",NULL,"Doug","Jones",195,75,"R","R"
"jonesea01",1919,"USA",1989,"Earl","Jones",190,70,"L","L"
"jonesel01",1882,"USA",1943,"Elijah","Jones",NULL,71,"R","R"
"jonesfi01",1871,"USA",1934,"Fielder","Jones",180,71,"L","R"
"jonesfr01",1858,"USA",1936,"Frank","Jones",155,68,"L",NULL
"jonesga01",1945,"USA",NULL,"Gary","Jones",191,72,"L","L"
"jonesga02",1981,"USA",NULL,"Garrett","Jones",235,77,"L","L"
"jonesgo01",1930,"USA",1994,"Gordon","Jones",185,72,"R","R"
"jonesgr01",1976,"USA",NULL,"Greg","Jones",190,74,"R","R"
"jonesha01",1936,"USA",NULL,"Hal","Jones",194,74,"R","R"
"joneshe01",1857,"USA",1955,"Henry","Jones",149,66,"B",NULL
"joneshe02",1860,"USA",1922,"Henry","Jones",150,66,NULL,"R"
"jonesho01",1897,"USA",1972,"Howie","Jones",165,71,"L","L"
"joneshu01",1984,"USA",NULL,"Hunter","Jones",250,76,"L","L"
"jonesja01",1859,"USA",1936,"Ri","Jones",NULL,NULL,"R","R"
"jonesja02",1860,"USA",1936,"Jack","Jones",NULL,NULL,NULL,"R"
"jonesja03",1920,"USA",2000,"Jake","Jones",197,75,"R","R"
"jonesja04",1975,"USA",NULL,"Jacque","Jones",175,70,"L","L"
"jonesja05",1976,"USA",NULL,"Jason","Jones",210,75,"B","R"
"jonesja06",1988,"USA",NULL,"James","Jones",200,76,"L","L"
"jonesja07",1992,"USA",NULL,"JaCoby","Jones",205,74,"R","R"
"jonesje01",1956,"USA",NULL,"Jeff","Jones",210,75,"R","R"
"jonesje02",1957,"USA",NULL,"Jeff","Jones",200,74,"R","R"
"jonesji01",1876,"USA",1953,"Jim","Jones",162,70,"R","R"
"jonesji02",1964,"USA",NULL,"Jimmy","Jones",175,74,"R","R"
"jonesjo01",1892,"USA",1980,"Johnny","Jones",151,73,"R","R"
"jonesjo02",1901,"USA",1956,"John","Jones",185,71,"L","L"
"joneske01",1903,"USA",1991,"Ken","Jones",193,75,"R","R"
"jonesly01",1953,"USA",NULL,"Lynn","Jones",175,69,"R","R"
"jonesma01",1938,"USA",2004,"Mack","Jones",180,73,"L","R"
"jonesma02",1975,"USA",NULL,"Marcus","Jones",235,77,"R","R"
"jonesmi01",1865,"CAN",1894,"Mike","Jones",168,71,"L","L"
"jonesmi02",1959,"USA",NULL,"Mike","Jones",215,78,"L","L"
"jonesmi03",1977,"USA",NULL,"Mitch","Jones",215,72,"R","R"
"jonesna01",1986,"USA",NULL,"Nate","Jones",220,77,"R","R"
"jonesni01",1925,"USA",1995,"Nippy","Jones",185,73,"R","R"
"jonesod01",1953,"USA",NULL,"Odell","Jones",175,75,"R","R"
"jonesos01",1879,"USA",1953,"Oscar","Jones",163,67,"R","R"
"jonespe01",1899,"USA",1979,"Percy","Jones",175,71,"R","L"
"jonesra01",1950,"USA",NULL,"Randy","Jones",178,72,"R","L"
"jonesre01",1911,"USA",1974,"Red","Jones",190,75,"L","R"
"jonesri01",1955,"USA",NULL,"Rick","Jones",190,77,"L","L"
"jonesri02",1958,"USA",NULL,"Ricky","Jones",186,75,"R","R"
"jonesro01",1960,"USA",NULL,"Ross","Jones",185,74,"R","R"
"jonesro02",1964,"USA",2006,"Ron","Jones",195,70,"L","R"
"jonesru01",1955,"USA",NULL,"Ruppert","Jones",170,70,"L","L"
"jonesry01",1994,"USA",NULL,"Ryder","Jones",215,75,"L","R"
"jonessa01",1892,"USA",1966,"Sad Sam","Jones",170,72,"R","R"
"jonessa02",1925,"USA",1971,"Sam","Jones",192,76,"R","R"
"jonessh01",1922,"USA",1991,"Sheldon","Jones",180,72,"R","R"
"jonessh02",1935,"USA",2007,"Sherman","Jones",205,76,"L","R"
"jonesst01",1941,"USA",NULL,"Steve","Jones",175,70,"L","L"
"jonesst02",1967,"USA",NULL,"Stacy","Jones",225,78,"R","R"
"joneste01",1885,"USA",1938,"Tex","Jones",192,72,"R","R"
"joneste02",1971,"USA",NULL,"Terry","Jones",165,70,"B","R"
"jonesti01",1954,"USA",NULL,"Timothy","Jones",220,77,"B","R"
"jonesti02",1962,"USA",NULL,"Tim","Jones",172,70,"L","R"
"jonesto01",1874,"USA",1923,"Tom","Jones",195,73,"R","R"
"jonesto02",1968,"USA",NULL,"Todd","Jones",200,75,"L","R"
"jonestr01",1961,"USA",NULL,"Tracy","Jones",180,75,"R","R"
"joneswi01",1925,"USA",1983,"Willie","Jones",188,73,"R","R"
